order,ptype,vars,elapsed,env,ide
2,pairs,3,0.12275815,mac,RStudio
3,pairs,4,0.181322098,mac,RStudio
4,pairs,5,0.18532896,mac,RStudio
5,pairs,6,0.274811983,mac,RStudio
6,pairs,7,0.277770042,mac,RStudio
7,pairs,8,0.354779005,mac,RStudio
8,pairs,9,0.380414963,mac,RStudio
9,pairs,10,0.426796913,mac,RStudio
10,pairs,2,0.080346107,mac,RStudio
11,pairs,3,0.120745897,mac,RStudio
12,pairs,4,0.162323952,mac,RStudio
13,pairs,5,0.197360039,mac,RStudio
14,pairs,6,0.233554125,mac,RStudio
15,pairs,7,0.326368809,mac,RStudio
16,pairs,8,0.295614004,mac,RStudio
17,pairs,9,0.337261915,mac,RStudio
18,pairs,10,0.383254051,mac,RStudio
19,pairs,2,0.080835104,mac,RStudio
20,pairs,3,0.120893955,mac,RStudio
21,pairs,4,0.124582052,mac,RStudio
22,pairs,5,0.197316885,mac,RStudio
23,pairs,6,0.225624084,mac,RStudio
24,pairs,7,0.273722887,mac,RStudio
25,pairs,8,0.309000969,mac,RStudio
26,pairs,9,0.360640049,mac,RStudio
27,pairs,10,0.401643038,mac,RStudio
28,pairs,2,0.087789059,mac,RStudio
29,pairs,3,0.125293016,mac,RStudio
30,pairs,4,0.169240952,mac,RStudio
31,pairs,5,0.2064538,mac,RStudio
32,pairs,6,0.221923113,mac,RStudio
33,pairs,7,0.275071144,mac,RStudio
34,pairs,8,0.355690002,mac,RStudio
35,pairs,9,0.3522892,mac,RStudio
36,pairs,10,0.396571875,mac,RStudio
37,pairs,2,0.086848021,mac,RStudio
38,pairs,3,0.11660099,mac,RStudio
39,pairs,4,0.13899684,mac,RStudio
40,pairs,5,0.203155994,mac,RStudio
41,pairs,6,0.223418951,mac,RStudio
42,pairs,7,0.264371157,mac,RStudio
43,pairs,8,0.326498032,mac,RStudio
44,pairs,9,0.364656925,mac,RStudio
45,pairs,10,0.401425838,mac,RStudio
46,pairs,2,0.08626008,mac,RStudio
47,pairs,3,0.127907038,mac,RStudio
48,pairs,4,0.161587954,mac,RStudio
49,pairs,5,0.194056034,mac,RStudio
50,pairs,6,0.219670773,mac,RStudio
51,pairs,7,0.261209965,mac,RStudio
52,pairs,8,0.32178092,mac,RStudio
53,pairs,9,0.347245932,mac,RStudio
54,pairs,10,0.424950123,mac,RStudio
55,pairs,2,0.085781097,mac,RStudio
56,pairs,3,0.122932911,mac,RStudio
57,pairs,4,0.164121151,mac,RStudio
58,pairs,5,0.204030037,mac,RStudio
59,pairs,6,0.230366945,mac,RStudio
60,pairs,7,0.268176079,mac,RStudio
61,pairs,8,0.340862036,mac,RStudio
62,pairs,9,0.351670027,mac,RStudio
63,pairs,10,0.402173996,mac,RStudio
64,pairs,2,0.085266113,mac,RStudio
65,pairs,3,0.128041983,mac,RStudio
66,pairs,4,0.165416002,mac,RStudio
67,pairs,5,0.196030855,mac,RStudio
68,pairs,6,0.224572182,mac,RStudio
69,pairs,7,0.259669065,mac,RStudio
70,pairs,8,0.322896957,mac,RStudio
71,pairs,9,0.355315924,mac,RStudio
72,pairs,10,0.398658991,mac,RStudio
73,pairs,2,0.085419893,mac,RStudio
74,pairs,3,0.124593019,mac,RStudio
75,pairs,4,0.164302111,mac,RStudio
76,pairs,5,0.198745966,mac,RStudio
77,pairs,6,0.221168995,mac,RStudio
78,pairs,7,0.265691996,mac,RStudio
79,pairs,8,0.330302,mac,RStudio
80,pairs,9,0.358985186,mac,RStudio
81,pairs,10,0.389427185,mac,RStudio
82,pairs,2,0.082918167,mac,RStudio
83,pairs,3,0.126229048,mac,RStudio
84,pairs,4,0.163013935,mac,RStudio
85,pairs,5,0.200607061,mac,RStudio
86,pairs,6,0.218539,mac,RStudio
87,pairs,7,0.276710987,mac,RStudio
88,pairs,8,0.334954023,mac,RStudio
89,pairs,9,0.364571095,mac,RStudio
90,pairs,10,0.394052029,mac,RStudio
91,pairs,2,0.086203098,mac,RStudio
92,pairs,3,0.12651515,mac,RStudio
93,pairs,4,0.165378094,mac,RStudio
94,pairs,5,0.202281952,mac,RStudio
95,pairs,6,0.236933947,mac,RStudio
96,pairs,7,0.253660917,mac,RStudio
97,pairs,8,0.336305141,mac,RStudio
98,pairs,9,0.367655993,mac,RStudio
99,pairs,10,0.392225027,mac,RStudio
100,pairs,2,0.084841967,mac,RStudio
101,pairs,3,0.124492884,mac,RStudio
102,pairs,4,0.161381006,mac,RStudio
103,pairs,5,0.200741053,mac,RStudio
104,pairs,6,0.222692966,mac,RStudio
105,pairs,7,0.260277987,mac,RStudio
106,pairs,8,0.324587107,mac,RStudio
107,pairs,9,0.35710001,mac,RStudio
108,pairs,10,0.393853903,mac,RStudio
109,pairs,2,0.079339027,mac,RStudio
110,pairs,3,0.123768091,mac,RStudio
111,pairs,4,0.165637016,mac,RStudio
112,pairs,5,0.194776058,mac,RStudio
113,pairs,6,0.225914955,mac,RStudio
114,pairs,7,0.268804073,mac,RStudio
115,pairs,8,0.327222824,mac,RStudio
116,pairs,9,0.373994112,mac,RStudio
117,pairs,10,0.393891096,mac,RStudio
118,pairs,2,0.082942009,mac,RStudio
119,pairs,3,0.115897894,mac,RStudio
120,pairs,4,0.159980059,mac,RStudio
121,pairs,5,0.207460165,mac,RStudio
122,pairs,6,0.216767073,mac,RStudio
123,pairs,7,0.273272038,mac,RStudio
124,pairs,8,0.324805975,mac,RStudio
125,pairs,9,0.360095978,mac,RStudio
126,pairs,10,0.402603149,mac,RStudio
127,pairs,2,0.086844921,mac,RStudio
128,pairs,3,0.121257067,mac,RStudio
129,pairs,4,0.165426016,mac,RStudio
130,pairs,5,0.205381155,mac,RStudio
131,pairs,6,0.224276066,mac,RStudio
132,pairs,7,0.284823895,mac,RStudio
133,pairs,8,0.340342999,mac,RStudio
134,pairs,9,0.368477106,mac,RStudio
135,pairs,10,0.407247066,mac,RStudio
136,pairs,2,0.087779045,mac,RStudio
137,pairs,3,0.124357939,mac,RStudio
138,pairs,4,0.169637918,mac,RStudio
139,pairs,5,0.196273088,mac,RStudio
140,pairs,6,0.230096102,mac,RStudio
141,pairs,7,0.27331686,mac,RStudio
142,pairs,8,0.345832109,mac,RStudio
143,pairs,9,0.361682177,mac,RStudio
144,pairs,10,0.399610996,mac,RStudio
145,pairs,2,0.088006973,mac,RStudio
146,pairs,3,0.125513077,mac,RStudio
147,pairs,4,0.16425705,mac,RStudio
148,pairs,5,0.197961092,mac,RStudio
149,pairs,6,0.220623016,mac,RStudio
150,pairs,7,0.29242897,mac,RStudio
151,pairs,8,0.331093073,mac,RStudio
152,pairs,9,0.358819962,mac,RStudio
153,pairs,10,0.402889967,mac,RStudio
154,pairs,2,0.08180809,mac,RStudio
155,pairs,3,0.117120028,mac,RStudio
156,pairs,4,0.165976048,mac,RStudio
157,pairs,5,0.202620029,mac,RStudio
158,pairs,6,0.221358061,mac,RStudio
159,pairs,7,0.254612923,mac,RStudio
160,pairs,8,0.328674078,mac,RStudio
161,pairs,9,0.350328922,mac,RStudio
162,pairs,10,0.388839006,mac,RStudio
163,pairs,2,0.084563017,mac,RStudio
164,pairs,3,0.12950182,mac,RStudio
165,pairs,4,0.164021015,mac,RStudio
166,pairs,5,0.205734968,mac,RStudio
167,pairs,6,0.219318151,mac,RStudio
168,pairs,7,0.273017168,mac,RStudio
169,pairs,8,0.331630945,mac,RStudio
170,pairs,9,0.348419905,mac,RStudio
171,pairs,10,0.40198493,mac,RStudio
172,pairs,2,0.088752985,mac,RStudio
173,pairs,3,0.121896982,mac,RStudio
174,pairs,4,0.162734985,mac,RStudio
175,pairs,5,0.205337048,mac,RStudio
176,pairs,6,0.239428997,mac,RStudio
177,pairs,7,0.283472061,mac,RStudio
178,pairs,8,0.338229895,mac,RStudio
179,pairs,9,0.362334013,mac,RStudio
180,pairs,10,0.400875807,mac,RStudio
181,pairs,2,0.084609032,mac,RStudio
182,pairs,3,0.121854067,mac,RStudio
183,pairs,4,0.161658049,mac,RStudio
184,pairs,5,0.199348927,mac,RStudio
185,pairs,6,0.225556135,mac,RStudio
186,pairs,7,0.293088198,mac,RStudio
187,pairs,8,0.342411041,mac,RStudio
188,pairs,9,0.353668928,mac,RStudio
189,pairs,10,0.405469179,mac,RStudio
190,pairs,2,0.083729982,mac,RStudio
191,pairs,3,0.12334919,mac,RStudio
192,pairs,4,0.165912867,mac,RStudio
193,pairs,5,0.207042933,mac,RStudio
194,pairs,6,0.21689105,mac,RStudio
195,pairs,7,0.276426077,mac,RStudio
196,pairs,8,0.324645042,mac,RStudio
197,pairs,9,0.360758066,mac,RStudio
198,pairs,10,0.404130936,mac,RStudio
199,pairs,2,0.08066082,mac,RStudio
200,pairs,3,0.128327131,mac,RStudio
201,pairs,4,0.165032148,mac,RStudio
202,pairs,5,0.195535898,mac,RStudio
203,pairs,6,0.229044199,mac,RStudio
204,pairs,7,0.269249916,mac,RStudio
205,pairs,8,0.324462175,mac,RStudio
206,pairs,9,0.355676174,mac,RStudio
207,pairs,10,0.394464016,mac,RStudio
208,pairs,2,0.084611893,mac,RStudio
209,pairs,3,0.124667168,mac,RStudio
210,pairs,4,0.162873983,mac,RStudio
211,pairs,5,0.206182957,mac,RStudio
212,pairs,6,0.231350183,mac,RStudio
213,pairs,7,0.280387878,mac,RStudio
214,pairs,8,0.309818029,mac,RStudio
215,pairs,9,0.344372034,mac,RStudio
216,pairs,10,0.405088902,mac,RStudio
217,pairs,2,0.085196018,mac,RStudio
218,pairs,3,0.129774809,mac,RStudio
219,pairs,4,0.174849033,mac,RStudio
220,pairs,5,0.246127129,mac,RStudio
221,pairs,6,0.227288008,mac,RStudio
222,pairs,7,0.27278614,mac,RStudio
223,pairs,8,0.31943512,mac,RStudio
224,pairs,9,0.36746788,mac,RStudio
225,pairs,10,0.405151129,mac,RStudio
226,pairs,2,0.090850115,mac,RStudio
227,pairs,3,0.122107983,mac,RStudio
228,pairs,4,0.163100004,mac,RStudio
229,pairs,5,0.20963788,mac,RStudio
230,pairs,6,0.234359026,mac,RStudio
231,pairs,7,0.273152113,mac,RStudio
232,pairs,8,0.321068048,mac,RStudio
233,pairs,9,0.357266903,mac,RStudio
234,pairs,10,0.401495934,mac,RStudio
235,pairs,2,0.085895061,mac,RStudio
236,pairs,3,0.123213768,mac,RStudio
237,pairs,4,0.164160013,mac,RStudio
238,pairs,5,0.210535049,mac,RStudio
239,pairs,6,0.234351158,mac,RStudio
240,pairs,7,0.278915882,mac,RStudio
241,pairs,8,0.317869902,mac,RStudio
242,pairs,9,0.364160061,mac,RStudio
243,pairs,10,0.418179989,mac,RStudio
244,pairs,2,0.08456111,mac,RStudio
245,pairs,3,0.12321496,mac,RStudio
246,pairs,4,0.169250011,mac,RStudio
247,pairs,5,0.200337887,mac,RStudio
248,pairs,6,0.232719898,mac,RStudio
249,pairs,7,0.263103962,mac,RStudio
250,pairs,8,0.322943926,mac,RStudio
251,pairs,9,0.364845991,mac,RStudio
252,pairs,10,0.405077934,mac,RStudio
253,pairs,2,0.097193003,mac,RStudio
254,pairs,3,0.127188206,mac,RStudio
255,pairs,4,0.173005819,mac,RStudio
256,pairs,5,0.200651884,mac,RStudio
257,pairs,6,0.22226882,mac,RStudio
258,pairs,7,0.295103073,mac,RStudio
259,pairs,8,0.322813988,mac,RStudio
260,pairs,9,0.370126009,mac,RStudio
261,pairs,10,0.410436153,mac,RStudio
262,pairs,2,0.088137865,mac,RStudio
263,pairs,3,0.129881859,mac,RStudio
264,pairs,4,0.156140089,mac,RStudio
265,pairs,5,0.201426029,mac,RStudio
266,pairs,6,0.229078054,mac,RStudio
267,pairs,7,0.272062063,mac,RStudio
268,pairs,8,0.324701071,mac,RStudio
269,pairs,9,0.359975815,mac,RStudio
270,pairs,10,0.394971848,mac,RStudio
271,ggpairs,2,1.605062008,mac,RStudio
272,ggpairs,3,2.136007071,mac,RStudio
273,ggpairs,4,4.241250992,mac,RStudio
274,ggpairs,5,7.984018087,mac,RStudio
275,ggpairs,6,15.95751309,mac,RStudio
276,ggpairs,7,21.84573507,mac,RStudio
277,ggpairs,8,30.08307886,mac,RStudio
278,ggpairs,9,35.26500201,mac,RStudio
279,ggpairs,10,53.53204894,mac,RStudio
280,ggpairs,2,1.010419846,mac,RStudio
281,ggpairs,3,2.338361979,mac,RStudio
282,ggpairs,4,4.35531497,mac,RStudio
283,ggpairs,5,8.044593096,mac,RStudio
284,ggpairs,6,10.12621999,mac,RStudio
285,ggpairs,7,20.60087013,mac,RStudio
286,ggpairs,8,28.6944201,mac,RStudio
287,ggpairs,9,42.07050109,mac,RStudio
288,ggpairs,10,52.09384799,mac,RStudio
289,ggpairs,2,0.819787025,mac,RStudio
290,ggpairs,3,2.254655123,mac,RStudio
291,ggpairs,4,5.626666069,mac,RStudio
292,ggpairs,5,7.387845039,mac,RStudio
293,ggpairs,6,16.10413408,mac,RStudio
294,ggpairs,7,23.26640916,mac,RStudio
295,ggpairs,8,25.81137609,mac,RStudio
296,ggpairs,9,38.83698916,mac,RStudio
297,ggpairs,10,54.23723006,mac,RStudio
298,ggpairs,2,0.950385809,mac,RStudio
299,ggpairs,3,2.671950817,mac,RStudio
300,ggpairs,4,5.344971895,mac,RStudio
301,ggpairs,5,6.896816969,mac,RStudio
302,ggpairs,6,16.64205694,mac,RStudio
303,ggpairs,7,22.816854,mac,RStudio
304,ggpairs,8,24.59932995,mac,RStudio
305,ggpairs,9,35.6820631,mac,RStudio
306,ggpairs,10,46.66628194,mac,RStudio
307,ggpairs,2,1.015476942,mac,RStudio
308,ggpairs,3,2.872770071,mac,RStudio
309,ggpairs,4,4.646239996,mac,RStudio
310,ggpairs,5,7.982718945,mac,RStudio
311,ggpairs,6,16.48167801,mac,RStudio
312,ggpairs,7,25.24553084,mac,RStudio
313,ggpairs,8,36.97460604,mac,RStudio
314,ggpairs,9,36.65990019,mac,RStudio
315,ggpairs,10,54.503443,mac,RStudio
316,ggpairs,2,1.017077923,mac,RStudio
317,ggpairs,3,2.932929993,mac,RStudio
318,ggpairs,4,6.260653019,mac,RStudio
319,ggpairs,5,6.879357815,mac,RStudio
320,ggpairs,6,16.82897091,mac,RStudio
321,ggpairs,7,24.90769887,mac,RStudio
322,ggpairs,8,29.07680798,mac,RStudio
323,ggpairs,9,46.85283709,mac,RStudio
324,ggpairs,10,59.16432905,mac,RStudio
325,ggpairs,2,0.970231056,mac,RStudio
326,ggpairs,3,3.019256115,mac,RStudio
327,ggpairs,4,4.681898117,mac,RStudio
328,ggpairs,5,9.671118021,mac,RStudio
329,ggpairs,6,14.99396896,mac,RStudio
330,ggpairs,7,21.26185703,mac,RStudio
331,ggpairs,8,22.560179,mac,RStudio
332,ggpairs,9,41.31310797,mac,RStudio
333,ggpairs,10,44.78143215,mac,RStudio
334,ggpairs,2,1.038834095,mac,RStudio
335,ggpairs,3,2.83248806,mac,RStudio
336,ggpairs,4,3.44234395,mac,RStudio
337,ggpairs,5,10.48187089,mac,RStudio
338,ggpairs,6,15.27284122,mac,RStudio
339,ggpairs,7,19.81835103,mac,RStudio
340,ggpairs,8,31.61429191,mac,RStudio
341,ggpairs,9,33.29632592,mac,RStudio
342,ggpairs,10,58.06231189,mac,RStudio
343,ggpairs,2,1.221704006,mac,RStudio
344,ggpairs,3,2.516260147,mac,RStudio
345,ggpairs,4,4.114670038,mac,RStudio
346,ggpairs,5,11.41898799,mac,RStudio
347,ggpairs,6,16.61113596,mac,RStudio
348,ggpairs,7,24.18990922,mac,RStudio
349,ggpairs,8,42.90125608,mac,RStudio
350,ggpairs,9,59.57101488,mac,RStudio
351,ggpairs,10,92.20451403,mac,RStudio
352,ggpairs,2,1.316738129,mac,RStudio
353,ggpairs,3,3.463987112,mac,RStudio
354,ggpairs,4,7.185048103,mac,RStudio
355,ggpairs,5,11.73461986,mac,RStudio
356,ggpairs,6,20.18172693,mac,RStudio
357,ggpairs,7,32.08842111,mac,RStudio
358,ggpairs,8,44.86624503,mac,RStudio
359,ggpairs,9,62.82480383,mac,RStudio
360,ggpairs,10,85.17161512,mac,RStudio
361,ggpairs,2,1.289712906,mac,RStudio
362,ggpairs,3,3.377089024,mac,RStudio
363,ggpairs,4,7.561393976,mac,RStudio
364,ggpairs,5,10.944525,mac,RStudio
365,ggpairs,6,23.46773291,mac,RStudio
366,ggpairs,7,33.31308699,mac,RStudio
367,ggpairs,8,49.01734805,mac,RStudio
368,ggpairs,9,72.62158298,mac,RStudio
369,ggpairs,10,89.18408298,mac,RStudio
370,ggpairs,2,1.343919992,mac,RStudio
371,ggpairs,3,3.805330992,mac,RStudio
372,ggpairs,4,6.216567039,mac,RStudio
373,ggpairs,5,14.50217795,mac,RStudio
374,ggpairs,6,22.42238092,mac,RStudio
375,ggpairs,7,39.29696107,mac,RStudio
376,ggpairs,8,42.72310495,mac,RStudio
377,ggpairs,9,53.34552193,mac,RStudio
378,ggpairs,10,78.22641015,mac,RStudio
379,ggpairs,2,1.358188868,mac,RStudio
380,ggpairs,3,3.602635145,mac,RStudio
381,ggpairs,4,5.521894932,mac,RStudio
382,ggpairs,5,11.34783792,mac,RStudio
383,ggpairs,6,13.1275878,mac,RStudio
384,ggpairs,7,24.6173749,mac,RStudio
385,ggpairs,8,41.23430419,mac,RStudio
386,ggpairs,9,55.75160098,mac,RStudio
387,ggpairs,10,71.04476213,mac,RStudio
388,ggpairs,2,1.166507006,mac,RStudio
389,ggpairs,3,2.714260101,mac,RStudio
390,ggpairs,4,5.447447062,mac,RStudio
391,ggpairs,5,11.7694068,mac,RStudio
392,ggpairs,6,18.46842003,mac,RStudio
393,ggpairs,7,30.938236,mac,RStudio
394,ggpairs,8,43.26988196,mac,RStudio
395,ggpairs,9,58.09501505,mac,RStudio
396,ggpairs,10,81.21663594,mac,RStudio
397,ggpairs,2,1.433971167,mac,RStudio
398,ggpairs,3,3.449356079,mac,RStudio
399,ggpairs,4,7.642256975,mac,RStudio
400,ggpairs,5,12.36119699,mac,RStudio
401,ggpairs,6,17.68445992,mac,RStudio
402,ggpairs,7,29.75902796,mac,RStudio
403,ggpairs,8,41.09102893,mac,RStudio
404,ggpairs,9,61.80631685,mac,RStudio
405,ggpairs,10,85.68294406,mac,RStudio
406,ggpairs,2,1.407510996,mac,RStudio
407,ggpairs,3,2.929669142,mac,RStudio
408,ggpairs,4,7.80873704,mac,RStudio
409,ggpairs,5,12.383564,mac,RStudio
410,ggpairs,6,18.82988906,mac,RStudio
411,ggpairs,7,29.89195204,mac,RStudio
412,ggpairs,8,44.51246595,mac,RStudio
413,ggpairs,9,54.39585614,mac,RStudio
414,ggpairs,10,84.19339514,mac,RStudio
415,ggpairs,2,1.557796001,mac,RStudio
416,ggpairs,3,3.124969006,mac,RStudio
417,ggpairs,4,7.248509884,mac,RStudio
418,ggpairs,5,13.42638397,mac,RStudio
419,ggpairs,6,22.48113513,mac,RStudio
420,ggpairs,7,32.04844093,mac,RStudio
421,ggpairs,8,45.56125903,mac,RStudio
422,ggpairs,9,57.3078959,mac,RStudio
423,ggpairs,10,85.60432816,mac,RStudio
424,ggpairs,2,1.451283932,mac,RStudio
425,ggpairs,3,3.607634068,mac,RStudio
426,ggpairs,4,7.532647133,mac,RStudio
427,ggpairs,5,11.00155997,mac,RStudio
428,ggpairs,6,24.22316694,mac,RStudio
429,ggpairs,7,33.56940103,mac,RStudio
430,ggpairs,8,45.87974,mac,RStudio
431,ggpairs,9,64.7145009,mac,RStudio
432,ggpairs,10,85.15416002,mac,RStudio
433,ggpairs,2,1.447064877,mac,RStudio
434,ggpairs,3,3.324385166,mac,RStudio
435,ggpairs,4,7.918810129,mac,RStudio
436,ggpairs,5,12.01559091,mac,RStudio
437,ggpairs,6,20.74755406,mac,RStudio
438,ggpairs,7,32.49926209,mac,RStudio
439,ggpairs,8,48.96194601,mac,RStudio
440,ggpairs,9,71.38010597,mac,RStudio
441,ggpairs,10,96.97319603,mac,RStudio
442,ggpairs,2,1.316565037,mac,RStudio
443,ggpairs,3,3.759768963,mac,RStudio
444,ggpairs,4,8.103888035,mac,RStudio
445,ggpairs,5,13.53053808,mac,RStudio
446,ggpairs,6,25.00959587,mac,RStudio
447,ggpairs,7,31.47694707,mac,RStudio
448,ggpairs,8,49.9690659,mac,RStudio
449,ggpairs,9,75.470438,mac,RStudio
450,ggpairs,10,96.11691308,mac,RStudio
451,ggpairs,2,1.322024107,mac,RStudio
452,ggpairs,3,3.630717039,mac,RStudio
453,ggpairs,4,7.150573015,mac,RStudio
454,ggpairs,5,12.36689401,mac,RStudio
455,ggpairs,6,22.84316111,mac,RStudio
456,ggpairs,7,33.07825899,mac,RStudio
457,ggpairs,8,47.57692599,mac,RStudio
458,ggpairs,9,73.38271999,mac,RStudio
459,ggpairs,10,98.28032899,mac,RStudio
460,ggpairs,2,1.540263176,mac,RStudio
461,ggpairs,3,3.504733086,mac,RStudio
462,ggpairs,4,8.860976934,mac,RStudio
463,ggpairs,5,15.05284905,mac,RStudio
464,ggpairs,6,22.59114885,mac,RStudio
465,ggpairs,7,35.28914785,mac,RStudio
466,ggpairs,8,56.6234169,mac,RStudio
467,ggpairs,9,69.20036006,mac,RStudio
468,ggpairs,10,94.05765605,mac,RStudio
469,ggpairs,2,1.73567915,mac,RStudio
470,ggpairs,3,3.922266006,mac,RStudio
471,ggpairs,4,8.576658964,mac,RStudio
472,ggpairs,5,14.35442495,mac,RStudio
473,ggpairs,6,26.00354004,mac,RStudio
474,ggpairs,7,34.14126992,mac,RStudio
475,ggpairs,8,54.29749012,mac,RStudio
476,ggpairs,9,75.93507719,mac,RStudio
477,ggpairs,10,103.6669919,mac,RStudio
478,ggpairs,2,1.583257914,mac,RStudio
479,ggpairs,3,3.623424053,mac,RStudio
480,ggpairs,4,7.993561983,mac,RStudio
481,ggpairs,5,15.59119797,mac,RStudio
482,ggpairs,6,23.93628097,mac,RStudio
483,ggpairs,7,33.68627381,mac,RStudio
484,ggpairs,8,55.21482682,mac,RStudio
485,ggpairs,9,77.38409901,mac,RStudio
486,ggpairs,10,105.473084,mac,RStudio
487,ggpairs,2,1.426589966,mac,RStudio
488,ggpairs,3,3.899857044,mac,RStudio
489,ggpairs,4,8.161848068,mac,RStudio
490,ggpairs,5,14.00690603,mac,RStudio
491,ggpairs,6,26.43824816,mac,RStudio
492,ggpairs,7,46.10100198,mac,RStudio
493,ggpairs,8,71.80727601,mac,RStudio
494,ggpairs,9,109.2821,mac,RStudio
495,ggpairs,10,138.1051049,mac,RStudio
496,ggpairs,2,1.662176132,mac,RStudio
497,ggpairs,3,4.43509078,mac,RStudio
498,ggpairs,4,9.692855835,mac,RStudio
499,ggpairs,5,15.85224295,mac,RStudio
500,ggpairs,6,29.18070412,mac,RStudio
501,ggpairs,7,40.25823498,mac,RStudio
502,ggpairs,8,55.41896701,mac,RStudio
503,ggpairs,9,81.59305,mac,RStudio
504,ggpairs,10,117.0202451,mac,RStudio
505,ggpairs,2,1.668889999,mac,RStudio
506,ggpairs,3,4.522742033,mac,RStudio
507,ggpairs,4,9.041736841,mac,RStudio
508,ggpairs,5,15.59223104,mac,RStudio
509,ggpairs,6,27.66076493,mac,RStudio
510,ggpairs,7,36.86382985,mac,RStudio
511,ggpairs,8,59.24649811,mac,RStudio
512,ggpairs,9,80.48703599,mac,RStudio
513,ggpairs,10,113.998323,mac,RStudio
514,ggpairs,2,1.456473112,mac,RStudio
515,ggpairs,3,4.328407049,mac,RStudio
516,ggpairs,4,9.909393072,mac,RStudio
517,ggpairs,5,16.15820503,mac,RStudio
518,ggpairs,6,30.1235559,mac,RStudio
519,ggpairs,7,44.79612589,mac,RStudio
520,ggpairs,8,64.14688802,mac,RStudio
521,ggpairs,9,82.44986296,mac,RStudio
522,ggpairs,10,115.972492,mac,RStudio
523,ggpairs,2,1.501730919,mac,RStudio
524,ggpairs,3,4.385499001,mac,RStudio
525,ggpairs,4,9.021285057,mac,RStudio
526,ggpairs,5,16.19643307,mac,RStudio
527,ggpairs,6,33.8375001,mac,RStudio
528,ggpairs,7,43.32828307,mac,RStudio
529,ggpairs,8,61.08397484,mac,RStudio
530,ggpairs,9,91.42154002,mac,RStudio
531,ggpairs,10,110.0801508,mac,RStudio
532,ggpairs,2,1.519747019,mac,RStudio
533,ggpairs,3,4.850752115,mac,RStudio
534,ggpairs,4,10.42461109,mac,RStudio
535,ggpairs,5,18.33833098,mac,RStudio
536,ggpairs,6,29.22428298,mac,RStudio
537,ggpairs,7,46.83181906,mac,RStudio
538,ggpairs,8,64.52331901,mac,RStudio
539,ggpairs,9,95.29394698,mac,RStudio
540,ggpairs,10,124.8174469,mac,RStudio
541,splom,2,0.161691904,mac,RStudio
542,splom,3,0.210355997,mac,RStudio
543,splom,4,0.332627058,mac,RStudio
544,splom,5,0.454236984,mac,RStudio
545,splom,6,0.561872959,mac,RStudio
546,splom,7,0.627820969,mac,RStudio
547,splom,8,0.760355949,mac,RStudio
548,splom,9,0.873288155,mac,RStudio
549,splom,10,1.012726068,mac,RStudio
550,splom,2,0.209774971,mac,RStudio
551,splom,3,0.277806997,mac,RStudio
552,splom,4,0.329612017,mac,RStudio
553,splom,5,0.439960957,mac,RStudio
554,splom,6,0.498854876,mac,RStudio
555,splom,7,0.602194071,mac,RStudio
556,splom,8,0.785871029,mac,RStudio
557,splom,9,0.866357088,mac,RStudio
558,splom,10,1.027428865,mac,RStudio
559,splom,2,0.16654706,mac,RStudio
560,splom,3,0.232999086,mac,RStudio
561,splom,4,0.329654932,mac,RStudio
562,splom,5,0.449975014,mac,RStudio
563,splom,6,0.561622858,mac,RStudio
564,splom,7,0.649080038,mac,RStudio
565,splom,8,0.756610155,mac,RStudio
566,splom,9,0.869479895,mac,RStudio
567,splom,10,1.020323992,mac,RStudio
568,splom,2,0.167995214,mac,RStudio
569,splom,3,0.237704992,mac,RStudio
570,splom,4,0.314424992,mac,RStudio
571,splom,5,0.409675837,mac,RStudio
572,splom,6,0.5523839,mac,RStudio
573,splom,7,0.653774023,mac,RStudio
574,splom,8,0.774001122,mac,RStudio
575,splom,9,0.887995005,mac,RStudio
576,splom,10,1.044703007,mac,RStudio
577,splom,2,0.175447941,mac,RStudio
578,splom,3,0.224473,mac,RStudio
579,splom,4,0.341141224,mac,RStudio
580,splom,5,0.403192043,mac,RStudio
581,splom,6,0.591056824,mac,RStudio
582,splom,7,0.627808094,mac,RStudio
583,splom,8,0.772451878,mac,RStudio
584,splom,9,0.894109011,mac,RStudio
585,splom,10,1.026474953,mac,RStudio
586,splom,2,0.160867929,mac,RStudio
587,splom,3,0.239746094,mac,RStudio
588,splom,4,0.420429945,mac,RStudio
589,splom,5,0.40722394,mac,RStudio
590,splom,6,0.560863972,mac,RStudio
591,splom,7,0.67846489,mac,RStudio
592,splom,8,0.788023949,mac,RStudio
593,splom,9,0.882025003,mac,RStudio
594,splom,10,1.018117905,mac,RStudio
595,splom,2,0.183413982,mac,RStudio
596,splom,3,0.242921114,mac,RStudio
597,splom,4,0.322154999,mac,RStudio
598,splom,5,0.54095602,mac,RStudio
599,splom,6,0.543741941,mac,RStudio
600,splom,7,0.641792059,mac,RStudio
601,splom,8,0.781208038,mac,RStudio
602,splom,9,0.900622129,mac,RStudio
603,splom,10,1.063362122,mac,RStudio
604,splom,2,0.176153898,mac,RStudio
605,splom,3,0.23635006,mac,RStudio
606,splom,4,0.326675892,mac,RStudio
607,splom,5,0.407311201,mac,RStudio
608,splom,6,0.521253109,mac,RStudio
609,splom,7,0.660542965,mac,RStudio
610,splom,8,0.787679195,mac,RStudio
611,splom,9,1.034867048,mac,RStudio
612,splom,10,2.34485507,mac,RStudio
613,splom,2,0.165519953,mac,RStudio
614,splom,3,0.238554001,mac,RStudio
615,splom,4,0.311170101,mac,RStudio
616,splom,5,0.420079947,mac,RStudio
